example_id,task_type,answer_type,prompt,answer
mmlu_humanities_00038_high_school_world_history,humanities,choice,"This question refers to the following information.
Whether the question be to continue or to discontinue the practice of sati, the decision is equally surrounded by an awful responsibility. To consent to the consignment year after year of hundreds of innocent victims to a cruel and untimely end, when the power exists of preventing it, is a predicament which no conscience can contemplate without horror. But, on the other hand, to put to hazard by a contrary course the very safety of the British Empire in India is an alternative which itself may be considered a still greater evil. When we had powerful neighbours and greater reason to doubt our own security, expediency might recommend a more cautious proceeding, but now that we are supreme my opinion is decidedly in favour of an open and general prohibition.
William Bentinck, Govenor-General of India, ""On the Suppression of Sati,"" 1829
I have made it my study to examine the nature and character of the Indians [who trade with us], and however repugnant it may be to our feelings, I am convinced they must be ruled with a rod of iron, to bring and keep them in a proper state of subordination, and the most certain way to effect this is by letting them feel their dependence on [the foodstuffs and manufactured goods we sell them].
George Simpson, Head of Northern Department, Hudson's Bay Company, 1826
The tone of the first passage best supports which of the following suppositions about British motivations for eradicating the sati ritual?
A. The British intended principally to Christianize India's Hindu population.
B. The British sought to end what they considered an inhumane practice without endangering their own authority.
C. They acted out of a progressive concern for women's equality.
D. They were impelled by a racially prejudiced disdain for all Indian customs.",B
mmlu_humanities_00101_world_religions,humanities,choice,"What is the meaning of the Punjabi word ""Sikh""?
A. Disciple
B. Faithful
C. Devotee
D. Enlightened",A
strategyqa_29551a9093ea19c1e7c3,commonsense,yesno,Would 1996 leap year baby technically be 1 year old in 2000? Answer yes or no.,yes
strategyqa_24f0e80c50384b28484e,commonsense,yesno,Does Neville Longbottom have more courage as a child than as an adult? Answer yes or no.,no
mmlu_social_science_00122_us_foreign_policy,social_science,choice,"What caused a public uproar involving the National Security Agency in 2005?
A. Revelations that the NSA was monitoring the communications of American citizens without obtaining warrants
B. A leaked memo that linked the events of September 11, 2001, with the Democratic National Committee
C. Revelations that the NSA had tortured prisoners at Guantanamo, Cuba
D. A scathing report condemning the George W. Bush administration for ""building a case for the war in Iraq on a quicksand foundation""",A
sciq_00020,science,choice,"What can increase the occurance of earthquakes?
A. three plates sliding
B. two plates sliding
C. plates rupturing
D. plates breaking",B
mmlu_social_science_00061_sociology,social_science,choice,"Seven people standing silently while waiting for a bus at a bus stop is an example of which of the following?
A. A primary group
B. A secondary group
C. An aggregate
D. A social category",C
gsm8k_00123,math,number,"Elisa and her two friends went out to dinner. Each of them ordered a meal worth $10. Afterwards, they each had a scoop of the same kind of ice cream. If the $45 Elisa had was enough to pay for everything, what was the cost of a scoop of ice cream?",5
mmlu_humanities_00041_high_school_world_history,humanities,choice,"This question refers to the following information.
Oh, shame on you, poor Winter King!
What's this that you have done?
Is 't not a very naughty thing
To snatch the kaiser's crown?
Now you will have to stay away
Alike from Rhine and Prague,
And more than that-shame and dismay
Your days and nights will plague.
Right well you knew, and all the world,
Right well they know this thing,
That Ferdinand alone can be
Bohemia's lawful king.
So come, dear Fritz, rouse up and go
To Ferdinand, your king,
And beg him graciously to show
Full pardon for your sin.
""Poor Winter King,"" seventeenth-century song
Which of the following events inspired the composition of this song?
A. Peace of Augsburg
B. War of Spanish Succession
C. Edict of Nantes
D. Thirty Years' War",D
gsm8k_00001,math,number,"Uncle Ben has 440 chickens on his farm. 39 are roosters and the rest are hens. 15 of his hens do not lay eggs, and the rest do. If each egg-laying hen lays 3 eggs, how many eggs will Uncle Ben have?",1158
mmlu_social_science_00151_high_school_government_and_politics,social_science,choice,"Which of the following best predicts how someone will vote in an election?
A. The voter's gender
B. The voter's political party affiliation
C. The voter's socioeconomic status
D. The voter's religion",B
sciq_00052,science,choice,"How many mass distinctions have radically altered the history of life?
A. one
B. six
C. four
D. five",D
mmlu_social_science_00052_sociology,social_science,choice,"In idealized views of science, the experimental method is said to involve:
A. testing out new research methods to see which one works best
B. isolating and measuring the effect of one variable upon another
C. using personal beliefs and values to decide what to study
D. interpreting data subjectively, drawing on theoretical paradigms",B
mmlu_humanities_00048_world_religions,humanities,choice," What does the Tripitaka mean?
A. Three gems
B. Three baskets
C. Three bodhisattvas
D. Three buddhas",B
strategyqa_b4c61fdd96959a52f996,commonsense,yesno,Would the tunnels at CERN fit onto the High Speed 1 rails? Answer yes or no.,yes
sciq_00150,science,choice,"What disease is caused when the oomycete plasmopara viticola parasitizes grape plants?
A. alkaline mildew
B. toxic mildew
C. dainty mildew
D. downy mildew",D
mmlu_social_science_00031_sociology,social_science,choice,"Herberg's (1955) study of religion in America suggested that:
A. ethnic minorities practised religion to achieve social acceptance in the culture
B. mainstream faiths were becoming increasingly identified with national identity
C. the moral teachings of the main religions were becoming relatively similar
D. all of the above",D
mmlu_social_science_00090_sociology,social_science,choice,"Environmentalist social movements are global in the sense that:
A. they increase our awareness of risks that affect the whole planet
B. they appeal to universal values and human rights
C. they use global media to generate publicity
D. all of the above",D
strategyqa_2a9cf64b15df1b841f25,commonsense,yesno,Does Santa Claus hypothetically give Joffrey Baratheon presents? Answer yes or no.,no
strategyqa_f79592a376f1793f29cb,commonsense,yesno,Did Cleopatra have ethnicity closer to Egyptians than Greeks? Answer yes or no.,no
